name,serving_size,energy_kcal,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,nutrition_score,label
Agar-agar double swallow sun,6 g,25.0,0.0,6.0,0.0,0.0,10.0,6.0,1.5,Sehat
Cocoa powder Van Houten,6 g,120.0,6.0,15.0,4.0,0.0,0.0,0.0,-1.0,Sehat
Jambu bool,Tidak Diketahui,0.8,49.0,2.3,9.6,0.2,0.0,1.0,0.5,Sehat
Tiwul,1.60 g,353.0,2.4,83.4,1.1,0.0,5.0,6.5,0.5,Sehat
Nissin Longer Stick Biscuits,2 g,50.0,2.0,21.0,6.0,5.0,85.0,0.0,5.0,Tidak Sehat
Nasi coklat,2.30 g,112.0,2.3,23.5,0.8,0.0,0.0,0.0,0.5,Sehat
Chicki Taro Net rasa BBQ,1 g,90.0,1.0,15.0,2.5,0.0,200.0,0.0,2.5,Kurang Sehat
Saladstop Jai Ho,7.10 g,324.9,22.3,28.3,14.3,8.4,355.3,7.1,7.0,Tidak Sehat
Chocodrink,2 g,20.0,2.0,23.0,2.5,18.0,100.0,0.0,5.5,Tidak Sehat
Bayam rebus,1 g,23.0,1.2,3.7,0.6,0.0,16.0,1.1,1.5,Sehat
Tahu,1.40 g,80.0,10.9,0.8,4.7,0.0,2.0,0.1,-1.0,Sehat
Sariroti roti tawar double soft,3 g,140.0,4.0,23.0,3.0,1.0,105.0,3.0,4.5,Tidak Sehat
Mcdonald Triple cheeseburger,2 g,520.0,32.0,36.0,28.0,7.0,0.0,2.0,4.5,Tidak Sehat
Sagu singkong kering,0.30 g,362.0,0.5,86.9,0.3,0.0,0.0,0.0,1.5,Sehat
Indomie Hype Abis Seblak Hot Jeletot,7 g,360.0,7.0,44.0,17.0,0.0,1190.0,0.0,4.5,Tidak Sehat
Monde Boromon Cookies milk flavour,0 g,0.0,0.0,18.0,0.0,5.0,10.0,0.0,5.0,Tidak Sehat
Frisian flag belgian chocolate low fat,7 g,150.0,7.0,25.0,2.5,19.0,100.0,0.0,4.5,Tidak Sehat
Subway classic tuna sandwich,2 g,470.0,20.0,41.0,25.0,5.0,0.0,2.0,4.5,Tidak Sehat
Eskrim Magnum classic,4 g,240.0,3.0,30.0,13.0,18.0,0.0,4.0,4.5,Tidak Sehat
Keripik tempe,2.30 g,581.0,12.1,41.7,40.6,0.0,0.0,2.2,2.0,Sehat
Susu Bubuk,5.70 g,513.0,24.6,36.2,30.0,0.0,380.0,0.0,4.5,Tidak Sehat
Golden Farm french fries,3 g,170.0,3.0,29.0,4.5,0.0,0.0,0.0,1.5,Sehat
Bakso ikan,11.27 g,107.0,11.27,11.72,1.23,0.0,255.0,0.0,1.5,Sehat
Yogurt frozen pinkberry (Medium),0 g,240.0,9.0,50.0,0.0,47.0,0.0,0.0,3.0,Kurang Sehat
PRONAS Classic chunky corned beef (340 g),2 g,70.0,8.0,2.0,3.5,0.0,410.0,2.0,1.5,Sehat
Sayur lebui,0.90 g,64.0,2.1,12.5,0.6,0.0,124.0,5.7,1.5,Sehat
Indomie rasa soto lamongan,6 g,130.0,10.0,48.0,14.0,4.0,1030.0,6.0,6.0,Tidak Sehat
Elle vire yogurt,0.40 g,90.0,2.3,13.0,3.1,11.0,0.0,0.4,1.5,Sehat
Markisa squash,0.20 g,217.0,2.5,49.6,1.0,0.0,14.0,0.0,4.0,Kurang Sehat
Putu sopa,0.80 g,215.0,3.3,41.1,4.1,0.0,0.0,0.0,1.5,Sehat
pop mie rasa soto ayam dengan nasi,3 g,250.0,7.0,48.0,15.0,5.0,1320.0,3.0,7.0,Tidak Sehat
Geblek,1.40 g,195.0,0.4,44.4,1.7,0.0,353.0,3.6,3.0,Kurang Sehat
Agar-agar swallow globe brand,8 g,20.0,0.0,8.0,0.0,0.0,0.0,8.0,-1.0,Sehat
Permen Xylitol fresh mint,0 g,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Sehat
Gambas (oyong),Tidak Diketahui,0.4,19.0,0.8,4.1,0.2,0.0,23.0,-1.0,Sehat
Nasi tim,0.20 g,120.0,3.4,26.0,0.4,0.0,0.0,0.5,-0.5,Sehat
Buah merah,0.40 g,87.0,2.6,13.1,2.7,0.0,110.0,4.0,1.5,Sehat
Subway steak and cheese sandwich,2 g,360.0,24.0,43.0,10.0,5.0,0.0,2.0,4.5,Tidak Sehat
Indofood Kecap Manis (135 ml),0 g,45.0,0.0,11.0,0.0,9.0,240.0,0.0,5.0,Tidak Sehat
Tanderloin,20.53 g,151.0,20.53,0.01,7.63,0.0,0.0,0.0,0.5,Sehat
Golden Farm frozen pea,7 g,90.0,7.0,12.0,1.0,3.0,0.0,0.0,1.5,Sehat
White Anchovy Powder,3 g,15.0,3.0,0.0,0.0,0.0,70.0,0.0,2.5,Kurang Sehat
Beef yakiniku,0.80 g,132.0,9.8,20.7,1.1,0.0,409.0,0.3,1.5,Sehat
Mie Sedaap Instant Rasa Soto 75 g,2 g,340.0,8.0,46.0,13.0,3.0,1030.0,2.0,7.0,Tidak Sehat
Entrasol Quick Start Chia Seeds,1 g,130.0,2.0,22.0,3.5,12.0,105.0,1.0,4.0,Kurang Sehat
Ketupat kandangan,0.70 g,109.0,2.2,13.4,5.2,0.0,0.0,0.0,0.0,Sehat
Hickory smoked BBQ  (classic wings),1 g,171.0,15.0,8.0,8.0,7.0,0.0,1.0,4.0,Kurang Sehat
Susu bubuk dancow fullcream,0 g,120.0,5.0,13.0,6.0,0.0,90.0,0.0,1.5,Sehat
Roma sari gandum,2 g,100.0,2.0,13.0,4.0,3.0,0.0,0.0,2.5,Kurang Sehat
Cuka,0.30 g,21.0,0.1,5.0,0.1,0.0,21.0,0.0,2.5,Kurang Sehat
Gadung kukus,0.80 g,88.0,0.6,20.9,0.3,0.0,6.0,0.9,-1.0,Sehat
Lemon,Tidak Diketahui,0.3,34.0,0.5,6.2,0.8,0.0,31.0,1.5,Sehat
Sariroti Sandwich kacang,2 g,140.0,5.0,18.0,6.0,2.0,135.0,2.0,4.0,Kurang Sehat
Tauco cap meong,6.70 g,159.0,7.4,21.3,4.9,0.0,1547.0,1.6,1.5,Sehat
donat Krispy kreme oreo chocolate cream,1 g,390.0,4.0,49.0,21.0,27.0,0.0,1.0,4.5,Tidak Sehat
Khong guan malkist sayur,2 g,100.0,2.0,14.0,4.0,0.0,120.0,0.0,2.5,Kurang Sehat
Kerupuk udang goreng,1.90 g,477.0,4.7,68.5,20.5,0.0,449.0,5.0,4.5,Tidak Sehat
Mi kering,1.40 g,339.0,10.0,6.3,1.7,0.0,760.0,0.4,2.5,Kurang Sehat
Taoge seduh,0.30 g,28.0,3.0,4.0,0.8,0.0,18.0,1.0,1.5,Sehat
bebelac gold,2 g,50.0,6.0,24.0,6.0,17.0,75.0,2.0,4.5,Tidak Sehat
Daun leunca,Tidak Diketahui,1.7,49.0,4.7,8.1,0.5,0.0,0.0,0.5,Sehat
Daun gedi kecil,Tidak Diketahui,2.0,61.0,3.2,10.4,0.7,0.0,20.0,3.0,Kurang Sehat
Cimory yogurt set,3 g,100.0,3.0,16.0,2.5,11.0,0.0,0.0,2.5,Kurang Sehat
Royco kaldu ayam,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sehat
Tempe kacang babi,1.20 g,139.0,12.5,21.9,0.8,0.0,0.0,1.8,-1.0,Sehat
SUP KRIM AYAM ROYCO,2 g,50.0,2.0,0.0,1.0,0.0,710.0,0.0,2.5,Kurang Sehat
Sarimi Kaldu Ayam,2 g,320.0,4.0,45.0,12.0,11.0,670.0,2.0,7.0,Tidak Sehat
Daun pakis wambateu,Tidak Diketahui,1.3,53.0,3.4,7.2,1.2,0.0,20.0,3.0,Kurang Sehat
Daun bebuas,Tidak Diketahui,1.1,41.0,2.7,7.3,1.0,0.0,0.0,3.0,Kurang Sehat
Jeruk garut-keprok,0.70 g,44.0,0.8,10.9,0.3,0.0,5.0,1.6,-1.0,Sehat
Kue gelang,1 g,448.0,5.8,70.0,16.1,0.0,0.0,0.0,2.0,Sehat
Sariroti Roti tawar,1 g,200.0,7.0,37.0,3.0,2.0,280.0,1.0,5.5,Tidak Sehat
Hangop/Butter milk/Whey,1.50 g,65.0,10.0,3.5,1.0,0.0,126.0,0.0,1.5,Sehat
Bagea kenari asin,1.30 g,529.0,3.2,63.6,29.1,0.0,74.0,0.0,5.5,Tidak Sehat
Keripik bayam,1.90 g,586.0,4.9,50.2,40.6,0.0,0.0,0.5,2.0,Sehat
Coklat silverqueen chunky almond bar,3 g,170.0,3.0,15.0,11.0,12.0,0.0,0.0,5.0,Tidak Sehat
RITZ Creackers Original (isis 3 pack),2 g,140.0,2.0,20.0,6.0,0.0,115.0,0.0,2.5,Kurang Sehat
Ichitan Thai Milk Tea,6 g,45.0,2.0,24.0,5.0,17.0,130.0,6.0,4.5,Tidak Sehat
Indomie mi goreng,2 g,130.0,8.0,54.0,14.0,8.0,1070.0,2.0,6.0,Tidak Sehat
Pop Ice Moccacino,1 g,15.0,1.0,22.0,1.5,15.0,30.0,0.0,5.0,Tidak Sehat
Cokelat pasta,2 g,130.0,2.0,32.0,14.0,21.0,30.0,0.0,7.0,Tidak Sehat
Kacang kedelai segar,4.10 g,286.0,30.2,30.1,15.6,0.0,28.0,2.9,4.5,Tidak Sehat
Ubi jalar tinta / kemayung kukus,0.60 g,165.0,0.9,39.8,0.2,0.0,1.0,1.1,0.5,Sehat
Frisian flag cokelat (kental manis),1 g,135.0,1.0,23.0,4.5,19.0,0.0,0.0,3.0,Kurang Sehat
Bagea kelapa manis,1.30 g,452.0,1.3,80.6,13.8,0.0,75.0,0.0,5.5,Tidak Sehat
Keremes,2.10 g,475.0,1.6,64.4,25.2,0.0,0.0,2.1,2.0,Sehat
Paria putih,Tidak Diketahui,0.6,19.0,1.0,3.6,0.4,0.0,5.0,-1.0,Sehat
Soto pemalang,Tidak Diketahui,1.7,75.0,3.6,3.5,5.2,0.0,0.0,1.5,Sehat
Pundut nasi,1.10 g,104.0,1.9,15.1,4.1,0.0,74.0,0.4,1.5,Sehat
Vodka,0.46 g,43.0,0.46,3.55,0.0,0.0,0.0,0.0,0.0,Sehat
Pop Ice Mangga,1 g,15.0,1.0,22.0,1.5,15.0,15.0,0.0,5.0,Tidak Sehat
Sardines dalam kaleng,3.80 g,338.0,21.1,1.0,27.0,0.0,0.0,0.0,1.5,Sehat
Ovomaltine,0.80 g,109.0,0.8,11.9,6.4,10.9,50.0,0.0,6.5,Tidak Sehat
Susu kedelai,2 g,41.0,3.5,5.0,2.5,0.0,128.0,0.2,1.5,Sehat
Paku hinela wulelenggapaya,3.10 g,77.0,3.5,5.4,4.6,0.0,469.0,3.6,1.5,Sehat
Keju greenfileds mozzarella,7 g,90.0,7.0,2.0,6.0,0.0,0.0,0.0,-1.0,Sehat
Kratingdaeng Pro,0 g,120.0,0.0,27.0,0.0,27.0,0.0,0.0,3.0,Kurang Sehat
Daun gandaria,Tidak Diketahui,1.6,63.0,3.1,14.0,0.3,0.0,3.0,0.5,Sehat
Sagu aren kering,0.80 g,355.0,0.6,85.6,1.1,0.0,2.0,0.3,0.5,Sehat
Ganyong rebus,1.10 g,100.0,0.8,23.8,0.2,0.0,0.0,0.9,-0.5,Sehat
Roma : Biskuit Kelapa,2 g,130.0,2.0,19.0,5.0,6.0,90.0,0.0,5.0,Tidak Sehat
Superco,1 g,80.0,1.0,13.0,3.0,4.0,80.0,0.0,5.0,Tidak Sehat
Saus Sesame,1 g,100.0,1.0,4.0,9.0,0.0,260.0,0.0,4.0,Kurang Sehat
Pepea oncom ampas tahu,1.50 g,76.0,5.2,10.6,1.8,0.0,0.0,2.2,-1.0,Sehat
Nissin Assorted Biscuits,1 g,45.0,1.0,18.0,5.0,7.0,60.0,1.0,4.0,Kurang Sehat
So you minuman kedelai,4 g,100.0,4.0,15.0,2.5,11.0,0.0,0.0,2.5,Kurang Sehat
Sayur asem,0.80 g,29.0,0.7,5.0,0.6,0.0,0.0,0.6,-1.0,Sehat
Lamtoro var. gung tanpa kulit,4.40 g,367.0,46.4,32.5,5.4,0.0,65.0,2.6,3.0,Kurang Sehat
Khong guan Saltcheese,0 g,80.0,1.0,10.0,4.0,2.0,0.0,0.0,2.5,Kurang Sehat
Tauco,100.0 g,184.0,11.4,22.2,5.5,0.0,1766.0,1.9,2.5,Kurang Sehat
Saladstop Cobb,6.40 g,538.0,34.0,20.1,35.3,6.4,785.6,6.4,6.5,Tidak Sehat
SOESNACK CHEESE,1 g,45.0,1.0,3.0,3.5,0.0,35.0,0.0,2.5,Kurang Sehat
Vigus,1.20 g,44.0,2.4,8.3,0.1,0.0,2.0,0.0,0.0,Sehat
permen xylitol jeruk nipis,0 g,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Sehat
Taoge goreng,1.50 g,88.0,3.2,14.0,2.1,0.0,0.0,0.7,-1.0,Sehat
Sariroti Sandwich pandan sarikaya,1 g,110.0,2.0,19.0,2.5,4.0,180.0,1.0,4.0,Kurang Sehat
Garlic parmesan (classic wings),1 g,206.0,16.0,1.0,15.0,0.0,0.0,1.0,1.5,Sehat
Monde Serena Egg Rolls Original,1 g,45.0,1.0,8.0,5.0,4.0,10.0,1.0,4.0,Kurang Sehat
You C1000 Lemon Water,0 g,150.0,0.0,37.0,0.0,37.0,60.0,0.0,5.5,Tidak Sehat
Gery Saluut Malkist,2 g,130.0,2.0,19.0,5.0,5.0,0.0,0.0,2.5,Kurang Sehat
quaker instan oatmeal,4 g,140.0,4.0,24.0,3.5,0.0,0.0,0.0,0.5,Sehat
Koro wedus / polong,0.80 g,46.0,3.0,7.9,0.3,0.0,2.0,3.3,-1.0,Sehat
Sirup Sunquick Exotic,0 g,45.0,0.0,11.0,0.0,11.0,0.0,0.0,2.5,Kurang Sehat
Bubur tinotuan (Manado),1 g,156.0,2.3,15.6,0.2,0.0,486.0,8.2,1.5,Sehat
Tony roma's,72 g,1001.0,72.0,1.0,76.0,0.0,0.0,0.0,1.5,Sehat
Frisian flag full cream,7 g,140.0,7.0,13.0,7.0,11.0,100.0,0.0,5.5,Tidak Sehat
Pop Ice flavour strawberry,1 g,20.0,1.0,22.0,2.0,19.0,35.0,0.0,5.0,Tidak Sehat
Teajus Madu,0 g,30.0,0.0,7.0,0.0,7.0,5.0,0.0,2.5,Kurang Sehat
KitKat,1 g,90.0,1.0,10.0,5.0,0.0,15.0,0.0,2.5,Kurang Sehat
Saus Hoisin,1 g,100.0,1.0,22.0,0.5,21.0,0.0,1.0,1.5,Sehat
Keddo bodong,1 g,290.0,4.6,55.2,5.7,0.0,0.0,0.0,0.5,Sehat
Buah negri,Tidak Diketahui,0.8,55.0,1.2,12.2,0.1,0.0,10.0,0.5,Sehat
Rempeyek kacang tolo,2.80 g,451.0,11.2,59.7,20.2,0.0,0.0,1.8,2.0,Sehat
Quiznos Black angus steakhouse,4 g,780.0,47.0,88.0,27.0,19.0,0.0,4.0,4.5,Tidak Sehat
Kerupuk mie kuning goreng,0.30 g,476.0,0.1,71.3,21.1,0.0,0.0,4.2,2.0,Sehat
Permen Fisherman's friend original,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sehat
Es krim,0.80 g,210.0,4.0,20.6,12.5,0.0,78.0,0.0,5.0,Tidak Sehat
Tepung singkong / Tapioka,1.10 g,363.0,1.1,88.2,0.5,0.0,1.0,0.9,0.5,Sehat
Buah atung,Tidak Diketahui,1.8,23.0,0.8,5.2,0.2,0.0,0.0,-1.0,Sehat
Kue lumpur,1.10 g,291.0,3.6,44.1,11.1,0.0,0.0,0.0,3.0,Kurang Sehat
Sedaap Tasty bakmi ayam,7 g,590.0,15.0,84.0,22.0,6.0,810.0,7.0,7.0,Tidak Sehat
Shabu-shabu,0.90 g,88.0,3.2,0.8,8.0,0.0,514.0,0.9,3.0,Kurang Sehat
Labu air,Tidak Diketahui,0.4,19.0,0.6,3.8,0.2,0.0,2.0,-1.0,Sehat
Jeruk ragi,Tidak Diketahui,0.4,49.0,0.7,11.1,0.2,0.0,4.0,0.5,Sehat
Susu greenfields full cream,1 g,160.0,8.0,12.0,9.0,7.0,0.0,1.0,4.0,Kurang Sehat
Kobe Tepung Bumbu Serbaguna Special,1 g,0.0,2.0,13.0,0.0,0.0,450.0,1.0,1.5,Sehat
Auntie anne sour cream and onion pretzel,2 g,360.0,9.0,68.0,5.0,12.0,0.0,2.0,3.0,Kurang Sehat
Roti putih / roti tawar,0.80 g,248.0,8.0,50.0,1.2,0.0,530.0,9.1,3.0,Kurang Sehat
Daun lompong talas,Tidak Diketahui,1.6,44.0,3.0,7.4,0.8,0.0,3.0,3.0,Kurang Sehat
prenagen esensis susu bubuk rasa moka,7 g,150.0,7.0,29.0,1.0,0.0,110.0,0.0,2.0,Sehat
BANGO kecap manis (400 ml),0 g,60.0,0.0,15.0,0.0,13.0,400.0,0.0,5.0,Tidak Sehat
Gulai pliek,2.70 g,176.0,7.3,3.2,14.9,0.0,257.0,0.0,4.0,Kurang Sehat
Kacang hijau rebus,1.20 g,109.0,8.7,18.3,0.5,0.0,447.0,1.5,1.5,Sehat
Gendar goreng,3 g,407.0,6.4,32.0,28.2,0.0,0.0,0.1,2.0,Sehat
Nestle air minum,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sehat
Dancow FortiGro rasa vanilla,5 g,50.0,5.0,14.0,6.0,11.0,90.0,0.0,4.0,Kurang Sehat
Keju kraft quick melt,5 g,100.0,5.0,4.0,7.0,1.0,0.0,0.0,3.0,Kurang Sehat
Haverjoy,8 g,140.0,3.0,25.0,3.5,0.0,0.0,8.0,-0.5,Sehat
Hydromama,0 g,0.0,0.0,18.0,0.0,15.0,85.0,0.0,5.0,Tidak Sehat
Biskuit Serena broniz,1 g,100.0,2.0,13.0,5.0,7.0,0.0,1.0,1.5,Sehat
Pop Mie Goreng Pedas Gledek,6 g,370.0,6.0,45.0,18.0,0.0,930.0,0.0,4.5,Tidak Sehat
Pop Mie PAKE NASI,7 g,350.0,7.0,48.0,15.0,0.0,1370.0,0.0,4.5,Tidak Sehat
Yoshinoya Veggie beef bowl (Reguler bowl),5 g,650.0,24.0,95.0,20.0,4.0,0.0,5.0,4.5,Tidak Sehat
SOYJOY FRUIT SOY BAR STRAWBERRY,3 g,40.0,4.0,19.0,4.5,11.0,30.0,3.0,4.0,Kurang Sehat
Teajus Rasa Lemon,0 g,0.0,0.0,6.0,0.0,5.0,0.0,0.0,2.5,Kurang Sehat
Nasi gemuk,1.60 g,192.0,3.8,24.4,8.8,0.0,355.0,0.7,4.5,Tidak Sehat
Frisian flag coconut delight,6 g,160.0,6.0,25.0,5.0,14.0,95.0,0.0,5.5,Tidak Sehat
Bumbu Nasi Goreng Royco,0 g,10.0,0.0,2.0,0.0,0.0,520.0,0.0,2.5,Kurang Sehat
Sarden abc extra pedas,9 g,5.0,9.0,3.0,1.0,0.0,260.0,0.0,1.5,Sehat
Gowell sereal & susu rasa taro,2 g,120.0,2.0,23.0,2.5,0.0,165.0,0.0,3.0,Kurang Sehat
Subway spicy italian sandwich,3 g,470.0,19.0,43.0,24.0,6.0,0.0,3.0,4.5,Tidak Sehat
Srikaya,1.10 g,63.0,1.1,13.9,0.5,0.0,0.0,2.1,-1.0,Sehat
Kacang kapri segar,0.90 g,98.0,6.7,17.7,0.4,0.0,6.0,6.2,-1.0,Sehat
Kapri muda,Tidak Diketahui,0.7,45.0,3.3,9.0,0.2,0.0,2.0,0.5,Sehat
Cadbury Dairy Milk,2 g,160.0,2.0,18.0,2.0,15.0,0.0,0.0,3.5,Kurang Sehat
Coklat Delfi dairy milk,2 g,150.0,2.0,15.0,9.0,12.0,0.0,0.0,4.0,Kurang Sehat
Daun bangun-bangun,Tidak Diketahui,1.6,27.0,1.3,4.0,0.6,0.0,4.0,1.5,Sehat
Daun bawang merah,Tidak Diketahui,0.8,41.0,2.0,7.8,0.3,0.0,30.0,0.5,Sehat
Daun belem,Tidak Diketahui,1.8,50.0,4.4,7.8,1.4,0.0,0.0,3.0,Kurang Sehat
Daun singkong kopang,Tidak Diketahui,1.2,74.0,6.3,10.7,0.7,0.0,32.0,3.0,Kurang Sehat
Mangga kopek,Tidak Diketahui,0.3,56.0,0.4,14.6,0.2,0.0,2.0,0.5,Sehat
Yoshinoya Beef bowl (Reguler bowl),3 g,730.0,30.0,91.0,27.0,5.0,0.0,3.0,4.5,Tidak Sehat
Yoshinoya Teriyaki (Reguler bowl),5 g,790.0,48.0,110.0,18.0,16.0,0.0,5.0,4.5,Tidak Sehat
Chatime milk tea(no sugar),1.50 g,142.0,1.5,5.0,13.0,1.0,0.0,0.0,4.0,Kurang Sehat
"Sereal ENERGEN ""Kacang Hijau""",1 g,25.0,2.0,24.0,3.0,16.0,70.0,1.0,4.5,Tidak Sehat
Energen Oat milk,2 g,100.0,3.0,16.0,2.0,1.0,0.0,2.0,1.5,Sehat
Saus sambal,0 g,27.0,0.0,6.7,0.0,6.5,0.0,0.0,2.5,Kurang Sehat
Saus tomat,0.18 g,17.0,0.18,4.66,0.02,3.62,0.0,0.0,2.5,Kurang Sehat
Saus Teriyaki,0 g,15.0,0.0,4.0,0.0,3.0,0.0,0.0,2.5,Kurang Sehat
Kesemek,Tidak Diketahui,0.6,78.0,0.8,20.0,0.4,0.0,0.0,0.5,Sehat
Chatime milk tea,1.50 g,302.0,1.5,44.5,13.0,39.5,0.0,0.0,5.5,Tidak Sehat
Daging kambing (segar),3.90 g,149.0,16.6,0.0,9.2,0.0,96.0,0.0,3.0,Kurang Sehat
Gulai kambing,1.80 g,126.0,4.2,6.2,9.4,0.0,302.0,0.0,3.0,Kurang Sehat
Kacang tanah sari,2.60 g,561.0,25.5,26.0,43.8,0.0,0.0,2.2,2.0,Sehat
Tempe pasar,0.90 g,150.0,14.0,9.1,7.7,0.0,7.0,1.4,0.5,Sehat
Diabetasol (vanilla malt),3 g,170.0,8.0,26.0,4.0,0.0,0.0,3.0,0.5,Sehat
Indomie soto padang,6 g,330.0,8.0,44.0,14.0,0.0,0.0,6.0,2.0,Sehat
Batatas kelapa bakar,0.70 g,110.0,1.4,23.4,1.1,0.0,12.0,4.5,2.0,Sehat
Selai Nutella,2 g,200.0,2.0,23.0,12.0,0.0,0.0,0.0,3.0,Kurang Sehat
Peanut,8.50 g,567.0,25.8,16.13,49.24,0.0,0.0,8.5,1.5,Sehat
Kacang walnut,6.70 g,654.0,15.23,13.71,65.21,0.0,0.0,6.7,1.5,Sehat
Langsat,Tidak Diketahui,0.5,56.0,0.9,14.3,0.2,0.0,1.0,0.5,Sehat
Bubur sagu,0.30 g,167.0,0.2,33.0,4.0,0.0,7.0,0.0,1.5,Sehat
Promina smooth kacang hijau,8 g,210.0,8.0,35.0,4.5,0.0,150.0,0.0,3.0,Kurang Sehat
Prunes (kering),7.10 g,240.0,2.18,63.88,0.38,0.0,0.0,7.1,0.5,Sehat
Salak pondoh,0.80 g,87.0,0.8,20.1,0.4,0.0,0.0,0.0,0.0,Sehat
Lumpia Sayur,0.60 g,63.0,1.99,7.44,2.84,0.75,207.0,0.6,4.0,Kurang Sehat
Lumpia ayam,0.50 g,65.0,3.03,7.12,2.61,0.37,124.0,0.5,1.5,Sehat
Hokben Bento special 1,24.20 g,612.0,24.2,74.8,23.6,0.0,0.0,0.0,2.0,Sehat
Hokben paket B,26.30 g,522.0,26.3,52.8,22.4,0.0,0.0,0.0,2.0,Sehat
Hoka hemat 4,20.30 g,413.0,20.3,47.2,15.3,0.0,0.0,0.0,2.0,Sehat
Hokben Paket C,35.40 g,625.0,35.4,64.0,24.1,0.0,0.0,0.0,2.0,Sehat
Kwark / Bagot,2 g,242.0,19.0,3.0,17.0,0.0,37.0,0.0,4.0,Kurang Sehat
Sawi hijau,Tidak Diketahui,1.2,28.0,2.3,4.0,0.3,0.0,22.0,-1.0,Sehat
Sawi putih / pecai,Tidak Diketahui,0.6,9.0,1.0,1.7,0.1,0.0,5.0,-1.0,Sehat
san remo pasta sauce bolognese mushroom,2.10 g,77.0,2.1,8.6,3.6,4.8,0.0,0.0,2.5,Kurang Sehat
Pasta La fonte spaghetti with bolognese sauce,6 g,420.0,10.0,93.0,0.0,0.0,0.0,6.0,0.5,Sehat
La pasta royale cheese bolognese,8 g,340.0,10.0,64.0,6.0,10.0,0.0,8.0,3.0,Kurang Sehat
MR.P Garlic peanut,6 g,240.0,6.0,14.0,17.0,0.0,0.0,0.0,1.5,Sehat
Mr. Bread Roti manis pandan coklat srikaya,7 g,330.0,7.0,50.0,11.0,12.0,330.0,0.0,7.0,Tidak Sehat
Mangga kwini,Tidak Diketahui,0.4,86.0,0.7,19.8,0.5,0.0,1.0,0.5,Sehat
Wine,0.07 g,83.0,0.07,2.72,0.0,0.0,0.0,0.0,0.0,Sehat
Sonice Chicken wing,20 g,220.0,20.0,4.0,14.0,0.0,0.0,0.0,1.5,Sehat
Pizza hut super supreme,3 g,410.0,16.0,37.0,22.0,2.0,0.0,3.0,4.5,Tidak Sehat
Apel malang,Tidak Diketahui,0.3,57.0,0.5,12.8,0.4,0.0,3.6,0.5,Sehat
Apel,Tidak Diketahui,0.3,58.0,0.3,14.9,0.4,0.0,2.0,0.5,Sehat
Beetroot (mentah),1.61 g,43.0,1.61,9.56,0.17,0.0,0.0,0.0,0.0,Sehat
French fries 2000 dengan saos sambal colek,0 g,45.0,0.0,8.0,1.5,0.0,125.0,0.0,2.5,Kurang Sehat
Saori Saus Mentega,0 g,0.0,0.0,2.0,0.0,0.0,200.0,0.0,2.5,Kurang Sehat
Pizza hut super supreme personal,1 g,170.0,7.0,17.0,9.0,2.0,0.0,1.0,4.0,Kurang Sehat
Super bihun kuah,3 g,190.0,4.0,36.0,2.5,0.0,1190.0,3.0,3.0,Kurang Sehat
Super bihun goreng,4 g,250.0,4.0,46.0,5.0,3.0,0.0,4.0,3.0,Kurang Sehat
Burger Carl's Jr super star with cheese,4 g,920.0,48.0,59.0,56.0,13.0,0.0,4.0,4.5,Tidak Sehat
Coca cola,0.26 g,136.0,0.26,35.18,0.07,0.0,0.0,0.0,0.5,Sehat
Gulai pakis,2.60 g,143.0,4.0,6.0,11.4,0.0,0.0,1.4,0.5,Sehat
Hydro coco,7 g,60.0,0.0,18.0,0.0,10.0,0.0,7.0,1.5,Sehat
Tim tam chocolate,2 g,150.0,2.0,21.0,7.0,0.0,0.0,0.0,1.5,Sehat
Loacker chocolate,7.70 g,511.0,7.7,59.0,26.0,0.0,0.0,0.0,2.0,Sehat
Tango chocolate,1 g,100.0,1.0,14.0,4.0,0.0,0.0,0.0,0.0,Sehat
Klepon,4.75 g,366.0,4.75,65.82,9.34,0.0,79.0,0.0,4.5,Tidak Sehat
Geplak,1 g,350.0,1.4,53.6,14.4,0.0,0.0,1.8,2.0,Sehat
Kalakai,Tidak Diketahui,0.9,38.0,2.4,6.6,0.2,0.0,7.0,0.5,Sehat
Yakult,1 g,50.0,1.0,11.0,0.0,10.0,0.0,0.0,2.5,Kurang Sehat
Susu kedelai V Soy Multigrain,6.10 g,169.0,6.1,20.4,6.9,16.3,0.0,0.0,4.0,Kurang Sehat
Multigrain Bread,8 g,240.0,8.0,38.0,6.0,5.0,0.0,0.0,3.0,Kurang Sehat
Beberuk,1.10 g,65.0,1.1,3.5,5.2,0.0,53.0,3.1,1.5,Sehat
Sagu kasbi segar,0.20 g,230.0,0.6,56.5,0.2,0.0,100.0,3.0,3.0,Kurang Sehat
Kedongdong masak,Tidak Diketahui,0.6,46.0,1.0,10.3,0.1,0.0,2.0,0.5,Sehat
Tauji cap singa,6.20 g,277.0,9.1,49.6,4.7,0.0,0.0,1.2,0.5,Sehat
So good Almond milk original,0.70 g,74.0,1.4,9.0,3.4,8.6,0.0,0.7,1.5,Sehat
