name,serving_size,energy_kcal,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,label
Daun bebuas,Tidak Diketahui,1.1,41.0,2.7,7.3,1.0,0.0,0.0,Sehat
Jeruk garut-keprok,0.70 g,44.0,0.8,10.9,0.3,0.0,5.0,1.6,Sehat
Kue gelang,1 g,448.0,5.8,70.0,16.1,0.0,0.0,0.0,Kurang Sehat
Sariroti Roti tawar,1 g,200.0,7.0,37.0,3.0,2.0,280.0,1.0,Sehat
Hangop/Butter milk/Whey,1.50 g,65.0,10.0,3.5,1.0,0.0,126.0,0.0,Sehat
Bagea kenari asin,1.30 g,529.0,3.2,63.6,29.1,0.0,74.0,0.0,Tidak Sehat
Keripik bayam,1.90 g,586.0,4.9,50.2,40.6,0.0,0.0,0.5,Kurang Sehat
Coklat silverqueen chunky almond bar,3 g,170.0,3.0,15.0,11.0,12.0,0.0,0.0,Kurang Sehat
RITZ Creackers Original (isis 3 pack),2 g,140.0,2.0,20.0,6.0,0.0,115.0,0.0,Kurang Sehat
Ichitan Thai Milk Tea,6 g,45.0,2.0,24.0,5.0,17.0,130.0,6.0,Kurang Sehat
Indomie mi goreng,2 g,130.0,8.0,54.0,14.0,8.0,1070.0,2.0,Kurang Sehat
Pop Ice Moccacino,1 g,15.0,1.0,22.0,1.5,15.0,30.0,0.0,Kurang Sehat
Cokelat pasta,2 g,130.0,2.0,32.0,14.0,21.0,30.0,0.0,Kurang Sehat
Kacang kedelai segar,4.10 g,286.0,30.2,30.1,15.6,0.0,28.0,2.9,Kurang Sehat
Ubi jalar tinta / kemayung kukus,0.60 g,165.0,0.9,39.8,0.2,0.0,1.0,1.1,Sehat
Frisian flag cokelat (kental manis),1 g,135.0,1.0,23.0,4.5,19.0,0.0,0.0,Kurang Sehat
Bagea kelapa manis,1.30 g,452.0,1.3,80.6,13.8,0.0,75.0,0.0,Tidak Sehat
Keremes,2.10 g,475.0,1.6,64.4,25.2,0.0,0.0,2.1,Kurang Sehat
Paria putih,Tidak Diketahui,0.6,19.0,1.0,3.6,0.4,0.0,5.0,Sehat
Soto pemalang,Tidak Diketahui,1.7,75.0,3.6,3.5,5.2,0.0,0.0,Sehat
Pundut nasi,1.10 g,104.0,1.9,15.1,4.1,0.0,74.0,0.4,Sehat
Vodka,0.46 g,43.0,0.46,3.55,0.0,0.0,0.0,0.0,Sehat
Pop Ice Mangga,1 g,15.0,1.0,22.0,1.5,15.0,15.0,0.0,Kurang Sehat
Sardines dalam kaleng,3.80 g,338.0,21.1,1.0,27.0,0.0,0.0,0.0,Kurang Sehat
Ovomaltine,0.80 g,109.0,0.8,11.9,6.4,10.9,50.0,0.0,Kurang Sehat
Susu kedelai,2 g,41.0,3.5,5.0,2.5,0.0,128.0,0.2,Sehat
Paku hinela wulelenggapaya,3.10 g,77.0,3.5,5.4,4.6,0.0,469.0,3.6,Sehat
Keju greenfileds mozzarella,7 g,90.0,7.0,2.0,6.0,0.0,0.0,0.0,Sehat
Kratingdaeng Pro,0 g,120.0,0.0,27.0,0.0,27.0,0.0,0.0,Kurang Sehat
Daun gandaria,Tidak Diketahui,1.6,63.0,3.1,14.0,0.3,0.0,3.0,Sehat
Sagu aren kering,0.80 g,355.0,0.6,85.6,1.1,0.0,2.0,0.3,Sehat
Ganyong rebus,1.10 g,100.0,0.8,23.8,0.2,0.0,0.0,0.9,Sehat
Roma : Biskuit Kelapa,2 g,130.0,2.0,19.0,5.0,6.0,90.0,0.0,Kurang Sehat
Superco,1 g,80.0,1.0,13.0,3.0,4.0,80.0,0.0,Kurang Sehat
Saus Sesame,1 g,100.0,1.0,4.0,9.0,0.0,260.0,0.0,Kurang Sehat
Pepea oncom ampas tahu,1.50 g,76.0,5.2,10.6,1.8,0.0,0.0,2.2,Sehat
Nissin Assorted Biscuits,1 g,45.0,1.0,18.0,5.0,7.0,60.0,1.0,Sehat
So you minuman kedelai,4 g,100.0,4.0,15.0,2.5,11.0,0.0,0.0,Kurang Sehat
Sayur asem,0.80 g,29.0,0.7,5.0,0.6,0.0,0.0,0.6,Sehat
Lamtoro var. gung tanpa kulit,4.40 g,367.0,46.4,32.5,5.4,0.0,65.0,2.6,Sehat
Khong guan Saltcheese,0 g,80.0,1.0,10.0,4.0,2.0,0.0,0.0,Sehat
Tauco,100.0 g,184.0,11.4,22.2,5.5,0.0,1766.0,1.9,Sehat
Saladstop Cobb,6.40 g,538.0,34.0,20.1,35.3,6.4,785.6,6.4,Tidak Sehat
SOESNACK CHEESE,1 g,45.0,1.0,3.0,3.5,0.0,35.0,0.0,Sehat
Vigus,1.20 g,44.0,2.4,8.3,0.1,0.0,2.0,0.0,Sehat
permen xylitol jeruk nipis,0 g,10.0,0.0,2.0,0.0,0.0,0.0,0.0,Sehat
Taoge goreng,1.50 g,88.0,3.2,14.0,2.1,0.0,0.0,0.7,Sehat
Sariroti Sandwich pandan sarikaya,1 g,110.0,2.0,19.0,2.5,4.0,180.0,1.0,Sehat
Garlic parmesan (classic wings),1 g,206.0,16.0,1.0,15.0,0.0,0.0,1.0,Sehat
Monde Serena Egg Rolls Original,1 g,45.0,1.0,8.0,5.0,4.0,10.0,1.0,Sehat
You C1000 Lemon Water,0 g,150.0,0.0,37.0,0.0,37.0,60.0,0.0,Kurang Sehat
Gery Saluut Malkist,2 g,130.0,2.0,19.0,5.0,5.0,0.0,0.0,Kurang Sehat
quaker instan oatmeal,4 g,140.0,4.0,24.0,3.5,0.0,0.0,0.0,Sehat
Koro wedus / polong,0.80 g,46.0,3.0,7.9,0.3,0.0,2.0,3.3,Sehat
Sirup Sunquick Exotic,0 g,45.0,0.0,11.0,0.0,11.0,0.0,0.0,Kurang Sehat
Bubur tinotuan (Manado),1 g,156.0,2.3,15.6,0.2,0.0,486.0,8.2,Sehat
Tony roma's,72 g,1001.0,72.0,1.0,76.0,0.0,0.0,0.0,Kurang Sehat
Frisian flag full cream,7 g,140.0,7.0,13.0,7.0,11.0,100.0,0.0,Kurang Sehat
Pop Ice flavour strawberry,1 g,20.0,1.0,22.0,2.0,19.0,35.0,0.0,Kurang Sehat
Teajus Madu,0 g,30.0,0.0,7.0,0.0,7.0,5.0,0.0,Kurang Sehat
KitKat,1 g,90.0,1.0,10.0,5.0,0.0,15.0,0.0,Sehat
Saus Hoisin,1 g,100.0,1.0,22.0,0.5,21.0,0.0,1.0,Sehat
Keddo bodong,1 g,290.0,4.6,55.2,5.7,0.0,0.0,0.0,Sehat
Buah negri,Tidak Diketahui,0.8,55.0,1.2,12.2,0.1,0.0,10.0,Sehat
Rempeyek kacang tolo,2.80 g,451.0,11.2,59.7,20.2,0.0,0.0,1.8,Kurang Sehat
Quiznos Black angus steakhouse,4 g,780.0,47.0,88.0,27.0,19.0,0.0,4.0,Kurang Sehat
Kerupuk mie kuning goreng,0.30 g,476.0,0.1,71.3,21.1,0.0,0.0,4.2,Kurang Sehat
Permen Fisherman's friend original,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sehat
Es krim,0.80 g,210.0,4.0,20.6,12.5,0.0,78.0,0.0,Kurang Sehat
Tepung singkong / Tapioka,1.10 g,363.0,1.1,88.2,0.5,0.0,1.0,0.9,Sehat
Buah atung,Tidak Diketahui,1.8,23.0,0.8,5.2,0.2,0.0,0.0,Sehat
Kue lumpur,1.10 g,291.0,3.6,44.1,11.1,0.0,0.0,0.0,Kurang Sehat
Sedaap Tasty bakmi ayam,7 g,590.0,15.0,84.0,22.0,6.0,810.0,7.0,Tidak Sehat
Shabu-shabu,0.90 g,88.0,3.2,0.8,8.0,0.0,514.0,0.9,Sehat
Labu air,Tidak Diketahui,0.4,19.0,0.6,3.8,0.2,0.0,2.0,Sehat
Jeruk ragi,Tidak Diketahui,0.4,49.0,0.7,11.1,0.2,0.0,4.0,Sehat
Susu greenfields full cream,1 g,160.0,8.0,12.0,9.0,7.0,0.0,1.0,Sehat
Kobe Tepung Bumbu Serbaguna Special,1 g,0.0,2.0,13.0,0.0,0.0,450.0,1.0,Sehat
Auntie anne sour cream and onion pretzel,2 g,360.0,9.0,68.0,5.0,12.0,0.0,2.0,Kurang Sehat
Roti putih / roti tawar,0.80 g,248.0,8.0,50.0,1.2,0.0,530.0,9.1,Sehat
Daun lompong talas,Tidak Diketahui,1.6,44.0,3.0,7.4,0.8,0.0,3.0,Sehat
prenagen esensis susu bubuk rasa moka,7 g,150.0,7.0,29.0,1.0,0.0,110.0,0.0,Sehat
BANGO kecap manis (400 ml),0 g,60.0,0.0,15.0,0.0,13.0,400.0,0.0,Kurang Sehat
Gulai pliek,2.70 g,176.0,7.3,3.2,14.9,0.0,257.0,0.0,Kurang Sehat
Kacang hijau rebus,1.20 g,109.0,8.7,18.3,0.5,0.0,447.0,1.5,Sehat
Gendar goreng,3 g,407.0,6.4,32.0,28.2,0.0,0.0,0.1,Kurang Sehat
Nestle air minum,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sehat
Dancow FortiGro rasa vanilla,5 g,50.0,5.0,14.0,6.0,11.0,90.0,0.0,Kurang Sehat
Keju kraft quick melt,5 g,100.0,5.0,4.0,7.0,1.0,0.0,0.0,Sehat
Haverjoy,8 g,140.0,3.0,25.0,3.5,0.0,0.0,8.0,Sehat
Hydromama,0 g,0.0,0.0,18.0,0.0,15.0,85.0,0.0,Kurang Sehat
Biskuit Serena broniz,1 g,100.0,2.0,13.0,5.0,7.0,0.0,1.0,Sehat
Pop Mie Goreng Pedas Gledek,6 g,370.0,6.0,45.0,18.0,0.0,930.0,0.0,Kurang Sehat
Pop Mie PAKE NASI,7 g,350.0,7.0,48.0,15.0,0.0,1370.0,0.0,Kurang Sehat
Yoshinoya Veggie beef bowl (Reguler bowl),5 g,650.0,24.0,95.0,20.0,4.0,0.0,5.0,Kurang Sehat
SOYJOY FRUIT SOY BAR STRAWBERRY,3 g,40.0,4.0,19.0,4.5,11.0,30.0,3.0,Sehat
Teajus Rasa Lemon,0 g,0.0,0.0,6.0,0.0,5.0,0.0,0.0,Kurang Sehat
Nasi gemuk,1.60 g,192.0,3.8,24.4,8.8,0.0,355.0,0.7,Sehat
Frisian flag coconut delight,6 g,160.0,6.0,25.0,5.0,14.0,95.0,0.0,Kurang Sehat
Bumbu Nasi Goreng Royco,0 g,10.0,0.0,2.0,0.0,0.0,520.0,0.0,Kurang Sehat
Sarden abc extra pedas,9 g,5.0,9.0,3.0,1.0,0.0,260.0,0.0,Sehat
Gowell sereal & susu rasa taro,2 g,120.0,2.0,23.0,2.5,0.0,165.0,0.0,Kurang Sehat
Subway spicy italian sandwich,3 g,470.0,19.0,43.0,24.0,6.0,0.0,3.0,Kurang Sehat
Srikaya,1.10 g,63.0,1.1,13.9,0.5,0.0,0.0,2.1,Sehat
Kacang kapri segar,0.90 g,98.0,6.7,17.7,0.4,0.0,6.0,6.2,Sehat
Kapri muda,Tidak Diketahui,0.7,45.0,3.3,9.0,0.2,0.0,2.0,Sehat
Cadbury Dairy Milk,2 g,160.0,2.0,18.0,2.0,15.0,0.0,0.0,Kurang Sehat
Coklat Delfi dairy milk,2 g,150.0,2.0,15.0,9.0,12.0,0.0,0.0,Kurang Sehat
Daun bangun-bangun,Tidak Diketahui,1.6,27.0,1.3,4.0,0.6,0.0,4.0,Sehat
Daun bawang merah,Tidak Diketahui,0.8,41.0,2.0,7.8,0.3,0.0,30.0,Sehat
Daun belem,Tidak Diketahui,1.8,50.0,4.4,7.8,1.4,0.0,0.0,Sehat
Daun singkong kopang,Tidak Diketahui,1.2,74.0,6.3,10.7,0.7,0.0,32.0,Sehat
Mangga kopek,Tidak Diketahui,0.3,56.0,0.4,14.6,0.2,0.0,2.0,Sehat
Yoshinoya Beef bowl (Reguler bowl),3 g,730.0,30.0,91.0,27.0,5.0,0.0,3.0,Kurang Sehat
Yoshinoya Teriyaki (Reguler bowl),5 g,790.0,48.0,110.0,18.0,16.0,0.0,5.0,Kurang Sehat
Chatime milk tea(no sugar),1.50 g,142.0,1.5,5.0,13.0,1.0,0.0,0.0,Kurang Sehat
"Sereal ENERGEN ""Kacang Hijau""",1 g,25.0,2.0,24.0,3.0,16.0,70.0,1.0,Kurang Sehat
Energen Oat milk,2 g,100.0,3.0,16.0,2.0,1.0,0.0,2.0,Sehat
Saus sambal,0 g,27.0,0.0,6.7,0.0,6.5,0.0,0.0,Kurang Sehat
Saus tomat,0.18 g,17.0,0.18,4.66,0.02,3.62,0.0,0.0,Sehat
Saus Teriyaki,0 g,15.0,0.0,4.0,0.0,3.0,0.0,0.0,Sehat
Kesemek,Tidak Diketahui,0.6,78.0,0.8,20.0,0.4,0.0,0.0,Sehat
Chatime milk tea,1.50 g,302.0,1.5,44.5,13.0,39.5,0.0,0.0,Tidak Sehat
Daging kambing (segar),3.90 g,149.0,16.6,0.0,9.2,0.0,96.0,0.0,Sehat
Gulai kambing,1.80 g,126.0,4.2,6.2,9.4,0.0,302.0,0.0,Sehat
Kacang tanah sari,2.60 g,561.0,25.5,26.0,43.8,0.0,0.0,2.2,Kurang Sehat
Tempe pasar,0.90 g,150.0,14.0,9.1,7.7,0.0,7.0,1.4,Sehat
Diabetasol (vanilla malt),3 g,170.0,8.0,26.0,4.0,0.0,0.0,3.0,Sehat
Indomie soto padang,6 g,330.0,8.0,44.0,14.0,0.0,0.0,6.0,Kurang Sehat
Batatas kelapa bakar,0.70 g,110.0,1.4,23.4,1.1,0.0,12.0,4.5,Sehat
Selai Nutella,2 g,200.0,2.0,23.0,12.0,0.0,0.0,0.0,Kurang Sehat
Peanut,8.50 g,567.0,25.8,16.13,49.24,0.0,0.0,8.5,Kurang Sehat
Kacang walnut,6.70 g,654.0,15.23,13.71,65.21,0.0,0.0,6.7,Kurang Sehat
Langsat,Tidak Diketahui,0.5,56.0,0.9,14.3,0.2,0.0,1.0,Sehat
Bubur sagu,0.30 g,167.0,0.2,33.0,4.0,0.0,7.0,0.0,Sehat
Promina smooth kacang hijau,8 g,210.0,8.0,35.0,4.5,0.0,150.0,0.0,Sehat
Prunes (kering),7.10 g,240.0,2.18,63.88,0.38,0.0,0.0,7.1,Sehat
Salak pondoh,0.80 g,87.0,0.8,20.1,0.4,0.0,0.0,0.0,Sehat
Lumpia Sayur,0.60 g,63.0,1.99,7.44,2.84,0.75,207.0,0.6,Sehat
Lumpia ayam,0.50 g,65.0,3.03,7.12,2.61,0.37,124.0,0.5,Sehat
Hokben Bento special 1,24.20 g,612.0,24.2,74.8,23.6,0.0,0.0,0.0,Kurang Sehat
Hokben paket B,26.30 g,522.0,26.3,52.8,22.4,0.0,0.0,0.0,Kurang Sehat
Hoka hemat 4,20.30 g,413.0,20.3,47.2,15.3,0.0,0.0,0.0,Kurang Sehat
Hokben Paket C,35.40 g,625.0,35.4,64.0,24.1,0.0,0.0,0.0,Kurang Sehat
Kwark / Bagot,2 g,242.0,19.0,3.0,17.0,0.0,37.0,0.0,Sehat
Sawi hijau,Tidak Diketahui,1.2,28.0,2.3,4.0,0.3,0.0,22.0,Sehat
Sawi putih / pecai,Tidak Diketahui,0.6,9.0,1.0,1.7,0.1,0.0,5.0,Sehat
san remo pasta sauce bolognese mushroom,2.10 g,77.0,2.1,8.6,3.6,4.8,0.0,0.0,Kurang Sehat
Pasta La fonte spaghetti with bolognese sauce,6 g,420.0,10.0,93.0,0.0,0.0,0.0,6.0,Sehat
La pasta royale cheese bolognese,8 g,340.0,10.0,64.0,6.0,10.0,0.0,8.0,Kurang Sehat
MR.P Garlic peanut,6 g,240.0,6.0,14.0,17.0,0.0,0.0,0.0,Sehat
Mr. Bread Roti manis pandan coklat srikaya,7 g,330.0,7.0,50.0,11.0,12.0,330.0,0.0,Kurang Sehat
Mangga kwini,Tidak Diketahui,0.4,86.0,0.7,19.8,0.5,0.0,1.0,Sehat
Wine,0.07 g,83.0,0.07,2.72,0.0,0.0,0.0,0.0,Sehat
Sonice Chicken wing,20 g,220.0,20.0,4.0,14.0,0.0,0.0,0.0,Sehat
Pizza hut super supreme,3 g,410.0,16.0,37.0,22.0,2.0,0.0,3.0,Kurang Sehat
Apel malang,Tidak Diketahui,0.3,57.0,0.5,12.8,0.4,0.0,3.6,Sehat
Apel,Tidak Diketahui,0.3,58.0,0.3,14.9,0.4,0.0,2.0,Sehat
Beetroot (mentah),1.61 g,43.0,1.61,9.56,0.17,0.0,0.0,0.0,Sehat
French fries 2000 dengan saos sambal colek,0 g,45.0,0.0,8.0,1.5,0.0,125.0,0.0,Kurang Sehat
Saori Saus Mentega,0 g,0.0,0.0,2.0,0.0,0.0,200.0,0.0,Kurang Sehat
Pizza hut super supreme personal,1 g,170.0,7.0,17.0,9.0,2.0,0.0,1.0,Sehat
Super bihun kuah,3 g,190.0,4.0,36.0,2.5,0.0,1190.0,3.0,Sehat
Super bihun goreng,4 g,250.0,4.0,46.0,5.0,3.0,0.0,4.0,Sehat
Burger Carl's Jr super star with cheese,4 g,920.0,48.0,59.0,56.0,13.0,0.0,4.0,Kurang Sehat
Coca cola,0.26 g,136.0,0.26,35.18,0.07,0.0,0.0,0.0,Sehat
Gulai pakis,2.60 g,143.0,4.0,6.0,11.4,0.0,0.0,1.4,Sehat
Hydro coco,7 g,60.0,0.0,18.0,0.0,10.0,0.0,7.0,Sehat
Tim tam chocolate,2 g,150.0,2.0,21.0,7.0,0.0,0.0,0.0,Sehat
Loacker chocolate,7.70 g,511.0,7.7,59.0,26.0,0.0,0.0,0.0,Kurang Sehat
Tango chocolate,1 g,100.0,1.0,14.0,4.0,0.0,0.0,0.0,Sehat
Klepon,4.75 g,366.0,4.75,65.82,9.34,0.0,79.0,0.0,Kurang Sehat
Geplak,1 g,350.0,1.4,53.6,14.4,0.0,0.0,1.8,Kurang Sehat
Kalakai,Tidak Diketahui,0.9,38.0,2.4,6.6,0.2,0.0,7.0,Sehat
Yakult,1 g,50.0,1.0,11.0,0.0,10.0,0.0,0.0,Kurang Sehat
Susu kedelai V Soy Multigrain,6.10 g,169.0,6.1,20.4,6.9,16.3,0.0,0.0,Sehat
Multigrain Bread,8 g,240.0,8.0,38.0,6.0,5.0,0.0,0.0,Sehat
Beberuk,1.10 g,65.0,1.1,3.5,5.2,0.0,53.0,3.1,Sehat
Sagu kasbi segar,0.20 g,230.0,0.6,56.5,0.2,0.0,100.0,3.0,Sehat
Kedongdong masak,Tidak Diketahui,0.6,46.0,1.0,10.3,0.1,0.0,2.0,Sehat
Tauji cap singa,6.20 g,277.0,9.1,49.6,4.7,0.0,0.0,1.2,Sehat
So good Almond milk original,0.70 g,74.0,1.4,9.0,3.4,8.6,0.0,0.7,Sehat
Susu almond So good Almond Milk unsweetend,0.80 g,41.0,1.4,0.8,3.5,0.3,0.0,0.8,Sehat
Pocky Chocolate,3 g,230.0,3.0,32.0,10.0,12.0,0.0,0.0,Kurang Sehat
Pocky Cookies dan cream,3 g,210.0,3.0,26.0,10.0,11.0,0.0,0.0,Kurang Sehat
Pocky Strawberry,3 g,220.0,3.0,31.0,10.0,9.0,0.0,0.0,Kurang Sehat
Buavita royale sunshine carrot,2 g,120.0,0.0,28.0,0.0,25.0,0.0,2.0,Sehat
Buavita royale chloro broccoli,0 g,120.0,0.0,29.0,0.0,27.0,0.0,0.0,Kurang Sehat
Ades,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sehat
Ademsari chingku,0 g,110.0,0.0,27.0,0.0,25.0,0.0,0.0,Kurang Sehat
Sprite (kaleng),0 g,100.0,0.0,25.0,0.0,25.0,0.0,0.0,Kurang Sehat
Chicken teriyaki,1.70 g,168.0,13.0,7.5,9.6,0.0,959.0,0.8,Sehat
Kura-kura,Tidak Diketahui,0.7,83.0,19.1,0.0,0.2,0.0,0.0,Sehat
Kuro,Tidak Diketahui,0.9,87.0,16.0,1.0,2.2,0.0,0.0,Sehat
Mcdonald Cheeseburger,2 g,300.0,15.0,33.0,12.0,7.0,0.0,2.0,Kurang Sehat
Mcdonald Big mac burger,3 g,540.0,25.0,46.0,28.0,9.0,0.0,3.0,Kurang Sehat
Mcdonald Hamburge,1 g,250.0,13.0,31.0,8.0,6.0,0.0,1.0,Sehat
Lovy cookies chocobutter,2 g,150.0,2.0,20.0,8.0,8.0,0.0,0.0,Kurang Sehat
Lovy cookies coffeeccino,2 g,150.0,2.0,20.0,7.0,7.0,0.0,0.0,Kurang Sehat
Susu bebelove 6-12bln,0.80 g,140.0,3.0,18.0,6.0,16.2,64.0,0.8,Sehat
Promina milky beras merah,8 g,210.0,8.0,35.0,4.5,0.0,150.0,0.0,Sehat
Promina pisang susu,8 g,210.0,8.0,35.0,4.5,0.0,150.0,0.0,Sehat
Mangga indramayu,Tidak Diketahui,0.1,72.0,0.8,18.7,0.2,0.0,3.0,Sehat
Maestro light Mayonnaise,0 g,50.0,0.0,7.0,5.0,0.0,130.0,0.0,Kurang Sehat
La Fonte Fettuccine-30 Pasta,2 g,0.0,8.0,45.0,0.0,3.0,40.0,2.0,Sehat
Daun jampang,Tidak Diketahui,1.5,34.0,3.8,5.3,0.5,0.0,0.0,Sehat
sambal pecel,9 g,220.0,9.0,23.0,10.0,0.0,0.0,0.0,Sehat
Cerebrofort Marine Gummy Strawberry,1 g,0.0,1.0,8.0,0.0,6.0,10.0,0.0,Kurang Sehat
Pecel sayur dengan lauk,25.17 g,408.0,25.17,27.07,25.18,0.0,272.0,0.0,Kurang Sehat
Teh celup sosro,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sehat
teh cap dandang black tea,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sehat
Bawang merah,Tidak Diketahui,1.0,46.0,1.5,9.2,0.3,0.0,7.0,Sehat
Balichong,3.60 g,152.0,13.2,22.9,0.8,0.0,120.0,1.5,Sehat
Batatas kelapa kukus,1.80 g,92.0,1.2,21.0,0.3,0.0,10.0,4.1,Sehat
Kuaci Rebo origial,3 g,110.0,5.0,3.0,9.0,0.0,130.0,3.0,Sehat
KFC Original recipe dada,39 g,390.0,39.0,11.0,21.0,0.0,0.0,0.0,Kurang Sehat
KFC Original recipe paha bawah,12 g,130.0,12.0,4.0,8.0,0.0,0.0,0.0,Sehat
KFC Original recipe paha atas,19 g,280.0,19.0,8.0,19.0,0.0,0.0,0.0,Kurang Sehat
KFC Original recipe sayap,10 g,130.0,10.0,3.0,8.0,0.0,0.0,0.0,Sehat
Kue bangket,0.90 g,388.0,1.5,80.3,1.2,0.0,67.0,0.0,Kurang Sehat
Lengkuas/Boros laja,Tidak Diketahui,1.0,26.0,1.0,4.7,0.3,0.0,24.0,Sehat
Tummy yogurt mango carrot,11 g,150.0,3.0,29.0,2.0,18.0,0.0,11.0,Sehat
Corn flakes,1 g,110.0,2.0,26.0,0.0,3.0,0.0,1.0,Sehat
Eskrim cornetto chocolate,2 g,260.0,3.0,34.0,12.0,22.0,0.0,2.0,Kurang Sehat
Kerokot,Tidak Diketahui,1.1,26.0,1.7,3.8,0.4,0.0,4.0,Sehat
Coklat Lindt 70% Cocoa smooth dark,3 g,250.0,3.0,17.0,19.0,12.0,0.0,3.0,Kurang Sehat
Teh Kotak Less Sugar,0 g,70.0,0.0,19.0,0.0,0.0,5.0,0.0,Sehat
Granola creation tropical fruit and nuts,2 g,162.0,7.0,23.0,5.0,5.0,0.0,2.0,Sehat
Go Natural fruit and nut delight,5.40 g,230.0,6.2,20.7,13.5,12.1,0.0,5.4,Kurang Sehat
Carman's fruit and nut,3.10 g,183.0,4.1,25.1,6.7,7.8,0.0,3.1,Sehat
Sonice Chicken Stick,13 g,250.0,13.0,13.0,17.0,0.0,0.0,0.0,Sehat
Sonice Chicken karage,12 g,300.0,12.0,21.0,18.0,0.0,0.0,0.0,Kurang Sehat
lontong,1.20 g,144.0,2.76,31.76,0.23,0.12,0.0,1.2,Sehat
Cimory Soyamilk,10 g,260.0,10.0,42.0,6.0,18.0,0.0,0.0,Sehat
Cimory yogurt set low fat,5 g,60.0,5.0,8.0,1.5,0.0,0.0,0.0,Sehat
Cimory yogurt drink,26 g,180.0,6.0,32.0,2.0,0.0,0.0,26.0,Sehat
Salak bali,0.70 g,57.0,0.5,13.6,0.1,0.0,0.0,1.3,Sehat
Salak medan,8.50 g,55.0,0.4,12.8,0.2,0.0,39.0,3.2,Sehat
Salak,0.70 g,77.0,0.4,20.9,0.0,0.0,0.0,0.0,Sehat
Jamur tiram,Tidak Diketahui,0.6,30.0,1.9,5.5,0.1,0.0,22.0,Sehat
Rujak cingur,1.40 g,153.0,11.3,8.0,8.4,0.0,0.0,1.4,Sehat
Pisang angleng (pisang ampyang),Tidak Diketahui,1.0,68.0,1.3,17.2,0.2,0.0,23.0,Sehat
Anggur hutan,Tidak Diketahui,0.2,30.0,0.5,6.8,0.2,0.0,0.0,Sehat
kopi kapal api special mix,1 g,100.0,1.0,23.0,1.0,0.0,10.0,0.0,Sehat
WRP truil bar,2 g,80.0,1.0,14.0,3.5,7.0,0.0,2.0,Sehat
WRP deli chips,3 g,210.0,1.0,26.0,11.0,1.0,0.0,3.0,Sehat
Arwan sirsir,2.90 g,277.0,2.4,10.7,25.0,0.0,240.0,4.6,Kurang Sehat
Sirsak,0.70 g,65.0,1.0,16.3,0.3,0.0,2.0,3.2,Sehat
Gula putih / Gula Pasir,0.60 g,394.0,0.0,94.0,0.0,0.0,1.0,0.0,Kurang Sehat
Sirup,1 g,213.0,0.0,55.0,0.0,0.0,3.0,0.0,Sehat
yoghurt cimory,5 g,180.0,6.0,36.0,2.0,26.0,90.0,5.0,Kurang Sehat
Kelapa parut,3 g,283.0,3.0,10.0,27.0,0.0,0.0,0.0,Kurang Sehat
Ikan Layur,Tidak Diketahui,0.5,82.0,18.0,0.4,1.0,0.0,0.0,Sehat
Lays krim dan bawang,2 g,110.0,2.0,11.0,6.0,0.0,0.0,0.0,Sehat
Bunga pepaya,Tidak Diketahui,1.7,45.0,2.6,8.1,0.3,0.0,2.0,Sehat
Erbis,Tidak Diketahui,0.5,70.0,0.6,18.9,0.0,0.0,21.0,Sehat
Jagung titi,0.10 g,374.0,9.4,79.1,2.2,0.0,0.0,0.8,Sehat
Del Monte Barbaque Sauce (250 g),0 g,60.0,0.0,14.0,0.0,10.0,880.0,0.0,Kurang Sehat
Kacang belimbing rebus,1.20 g,204.0,16.9,17.5,8.8,0.0,43.0,4.8,Sehat
Tempe kacang belimbing,1.40 g,212.0,17.5,12.9,10.0,0.0,0.0,2.9,Sehat
Belimbing,Tidak Diketahui,0.4,36.0,0.4,8.8,0.4,0.0,4.0,Sehat
Nutrisari Es Rujak,0 g,50.0,0.0,12.0,0.0,10.0,150.0,0.0,Kurang Sehat
Rujak lontong,11.98 g,243.0,11.98,24.7,12.3,0.0,278.0,0.0,Kurang Sehat
Belitung kukus,1.10 g,145.0,1.2,34.2,0.4,0.0,7.0,1.0,Sehat
Enting-enting gepuk kacang tanah,1.40 g,524.0,13.3,52.0,29.2,0.0,0.0,0.2,Kurang Sehat
Pisang kepok rebus,1.55 g,145.0,1.55,37.91,0.44,0.0,5.0,0.0,Sehat
Meiji Plain Crackers with Oat,2 g,120.0,3.0,19.0,3.5,0.0,120.0,2.0,Sehat
Meiji Plain Crackers (isi 4 bungkus),2 g,120.0,3.0,19.0,3.5,1.0,125.0,2.0,Sehat
Barongko,0.70 g,159.0,3.1,23.5,5.8,0.0,46.0,0.0,Sehat
Saladstop Omega 3 baby,6.70 g,391.3,17.3,18.6,28.7,9.6,0.0,6.7,Kurang Sehat
Blue Band,0 g,90.0,0.0,0.0,10.0,0.0,125.0,0.0,Kurang Sehat
Gilus mix sensasi aroma pandan (isi 10 sachet),1 g,90.0,1.0,21.0,0.5,17.0,0.0,0.0,Kurang Sehat
Sasa Santan Kelapa,0 g,35.0,0.0,1.0,4.0,0.0,15.0,0.0,Sehat
